occurtime,power
2020-12-18_20:25:00,119.44
2020-12-18_20:30:00,0.0
2020-12-18_20:35:00,0.0
2020-12-18_20:40:00,0.0
2020-12-18_20:45:00,149.92
2020-12-18_20:50:00,128.8
2020-12-18_20:55:00,127.76
2020-12-18_21:00:00,122.72
2020-12-18_21:05:00,121.76
2020-12-18_21:10:00,120.56
2020-12-18_21:15:00,0.0
2020-12-18_21:20:00,0.0
2020-12-18_21:30:00,0.0
2020-12-18_21:35:00,130.96
2020-12-18_21:40:00,128.32
2020-12-18_21:45:00,128.48
2020-12-18_21:50:00,126.64
2020-12-18_21:55:00,118.56
2020-12-18_22:00:00,168.56
2020-12-18_22:05:00,172.64
2020-12-18_22:10:00,184.56
2020-12-18_22:15:00,179.2
2020-12-18_22:20:00,175.52
2020-12-18_22:25:00,177.2
2020-12-18_22:30:00,180.56
2020-12-18_22:35:00,1.04
2020-12-18_22:40:00,143.28
2020-12-18_22:45:00,149.04
2020-12-18_22:50:00,151.28
2020-12-18_22:55:00,147.2
2020-12-18_23:00:00,136.96
2020-12-18_23:05:00,132.48
2020-12-18_23:10:00,131.52
2020-12-18_23:15:00,129.76
2020-12-18_23:20:00,126.0
2020-12-18_23:25:00,126.96
2020-12-18_23:30:00,123.2
2020-12-18_23:35:00,121.44
2020-12-18_23:40:00,118.0
2020-12-18_23:45:00,120.0
2020-12-18_23:50:00,116.8
2020-12-18_23:55:00,116.24
2020-12-19_00:00:00,0.0
2020-12-19_00:05:00,0.0
2020-12-19_00:10:00,0.0
2020-12-19_00:15:00,154.56
2020-12-19_00:20:00,126.0
2020-12-19_00:25:00,123.36
2020-12-19_00:30:00,117.36
2020-12-19_00:35:00,116.56
2020-12-19_00:40:00,0.0
2020-12-19_00:45:00,0.0
2020-12-19_00:50:00,0.0
2020-12-19_00:55:00,0.0
2020-12-19_01:00:00,127.92
2020-12-19_01:05:00,125.44
2020-12-19_01:10:00,122.48
2020-12-19_01:15:00,121.04
2020-12-19_01:20:00,0.0
2020-12-19_01:25:00,0.0
2020-12-19_01:30:00,0.0
2020-12-19_01:35:00,138.88
2020-12-19_01:40:00,127.04
2020-12-19_01:45:00,123.52
2020-12-19_01:50:00,124.24
2020-12-19_01:55:00,121.28
2020-12-19_02:00:00,0.0
2020-12-19_02:05:00,0.0
2020-12-19_02:10:00,0.0
2020-12-19_02:15:00,129.52
2020-12-19_02:20:00,125.12
2020-12-19_02:25:00,122.24
2020-12-19_02:30:00,121.2
2020-12-19_02:35:00,0.0
2020-12-19_02:40:00,0.0
2020-12-19_02:45:00,0.0
2020-12-19_02:50:00,0.0
2020-12-19_02:55:00,128.56
2020-12-19_03:00:00,126.4
2020-12-19_03:05:00,125.04
2020-12-19_03:10:00,124.16
2020-12-19_03:15:00,0.0
2020-12-19_03:20:00,0.0
2020-12-19_03:25:00,0.0
2020-12-19_03:30:00,0.0
2020-12-19_03:35:00,144.32
2020-12-19_03:40:00,127.44
2020-12-19_03:45:00,125.28
2020-12-19_03:50:00,121.2
2020-12-19_03:55:00,120.96
2020-12-19_04:00:00,118.64
2020-12-19_04:05:00,0.0
2020-12-19_04:10:00,0.0
2020-12-19_04:15:00,0.0
2020-12-19_04:20:00,0.0
2020-12-19_04:25:00,131.12
2020-12-19_04:30:00,127.28
2020-12-19_04:35:00,122.96
2020-12-19_04:40:00,120.56
2020-12-19_04:45:00,119.44
2020-12-19_04:50:00,0.0
2020-12-19_04:55:00,0.0
2020-12-19_05:00:00,0.0
2020-12-19_05:05:00,140.24
2020-12-19_05:10:00,125.44
2020-12-19_05:15:00,121.2
2020-12-19_05:20:00,118.96
2020-12-19_05:25:00,117.2
2020-12-19_05:30:00,0.0
2020-12-19_05:35:00,0.0
2020-12-19_05:40:00,0.0
2020-12-19_05:45:00,128.16
2020-12-19_05:50:00,123.92
2020-12-19_05:55:00,121.36
2020-12-19_06:00:00,118.64
2020-12-19_06:05:00,0.0
2020-12-19_06:10:00,0.0
2020-12-19_06:15:00,0.0
2020-12-19_06:20:00,155.84
2020-12-19_06:25:00,127.04
2020-12-19_06:30:00,123.28
2020-12-19_06:35:00,122.0
2020-12-19_06:40:00,0.0
2020-12-19_06:45:00,0.0
2020-12-19_06:50:00,0.0
2020-12-19_06:55:00,0.0
2020-12-19_07:00:00,128.56
2020-12-19_07:05:00,124.08
2020-12-19_07:10:00,122.0
2020-12-19_07:15:00,120.4
2020-12-19_07:20:00,0.0
2020-12-19_07:25:00,0.0
2020-12-19_07:30:00,0.0
2020-12-19_07:35:00,128.96
2020-12-19_07:40:00,126.8
2020-12-19_07:45:00,124.0
2020-12-19_07:50:00,122.4
2020-12-19_07:55:00,0.0
2020-12-19_08:00:00,0.0
2020-12-19_08:05:00,0.0
2020-12-19_08:10:00,142.72
2020-12-19_08:15:00,128.64
2020-12-19_08:20:00,125.2
2020-12-19_08:25:00,123.44
2020-12-19_08:30:00,0.0
2020-12-19_08:35:00,0.0
2020-12-19_08:40:00,0.0
2020-12-19_08:45:00,0.0
2020-12-19_08:50:00,131.04
2020-12-19_08:55:00,125.12
2020-12-19_09:00:00,123.28
2020-12-19_09:05:00,0.0
2020-12-19_09:10:00,0.0
2020-12-19_09:15:00,0.0
2020-12-19_09:25:00,130.64
2020-12-19_09:30:00,126.4
2020-12-19_09:35:00,124.56
2020-12-19_09:40:00,122.64
2020-12-19_09:45:00,0.0
2020-12-19_09:50:00,0.0
2020-12-19_09:55:00,0.0
2020-12-19_10:00:00,132.72
2020-12-19_10:05:00,126.88
2020-12-19_10:10:00,124.48
2020-12-19_10:15:00,123.84
2020-12-19_10:20:00,0.0
2020-12-19_10:25:00,0.0
2020-12-19_10:30:00,0.0
2020-12-19_10:35:00,155.76
2020-12-19_10:40:00,128.88
2020-12-19_10:45:00,124.48
2020-12-19_10:50:00,121.84
2020-12-19_10:55:00,0.0
2020-12-19_11:00:00,0.0
2020-12-19_11:05:00,0.0
2020-12-19_11:10:00,0.0
2020-12-19_11:15:00,128.4
2020-12-19_11:20:00,123.76
2020-12-19_11:25:00,122.08
2020-12-19_11:30:00,0.0
2020-12-19_11:35:00,0.0
2020-12-19_11:40:00,0.0
2020-12-19_11:45:00,0.0
2020-12-19_11:50:00,130.08
2020-12-19_11:55:00,127.12
2020-12-19_12:00:00,124.08
2020-12-19_12:05:00,0.0
2020-12-19_12:10:00,0.0
2020-12-19_12:15:00,0.0
2020-12-19_12:20:00,0.0
2020-12-19_12:25:00,129.6
2020-12-19_12:30:00,127.12
2020-12-19_12:35:00,125.28
2020-12-19_12:40:00,0.0
2020-12-19_12:45:00,0.0
2020-12-19_12:50:00,0.0
2020-12-19_12:55:00,0.0
2020-12-19_13:00:00,127.36
2020-12-19_13:05:00,125.6
2020-12-19_13:10:00,123.28
2020-12-19_13:15:00,121.92
2020-12-19_13:20:00,0.0
2020-12-19_13:25:00,0.0
2020-12-19_13:30:00,0.0
2020-12-19_13:35:00,125.2
2020-12-19_13:40:00,121.28
2020-12-19_13:45:00,121.04
2020-12-19_13:50:00,118.96
2020-12-19_13:55:00,0.0
2020-12-19_14:00:00,0.0
2020-12-19_14:05:00,0.0
2020-12-19_14:10:00,127.12
2020-12-19_14:15:00,122.32
2020-12-19_14:20:00,121.28
2020-12-19_14:25:00,119.44
2020-12-19_14:30:00,0.0
2020-12-19_14:35:00,0.0
2020-12-19_14:40:00,0.0
2020-12-19_14:45:00,149.6
2020-12-19_14:50:00,123.52
2020-12-19_14:55:00,119.84
2020-12-19_15:00:00,119.92
2020-12-19_15:05:00,0.0
2020-12-19_15:10:00,0.0
2020-12-19_15:15:00,0.0
2020-12-19_15:20:00,0.0
2020-12-19_15:25:00,124.24
2020-12-19_15:30:00,120.96
2020-12-19_15:35:00,119.68
2020-12-19_15:40:00,0.0
2020-12-19_15:45:00,0.0
2020-12-19_15:50:00,0.0
2020-12-19_15:55:00,0.0
2020-12-19_16:00:00,128.32
2020-12-19_16:05:00,123.2
2020-12-19_16:10:00,120.08
2020-12-19_16:15:00,0.0
2020-12-19_16:20:00,0.0
2020-12-19_16:25:00,0.0
2020-12-19_16:30:00,0.0
2020-12-19_16:35:00,126.0
2020-12-19_16:40:00,122.08
2020-12-19_16:45:00,120.24
2020-12-19_16:50:00,117.04
2020-12-19_16:55:00,0.0
2020-12-19_17:00:00,0.0
2020-12-19_17:05:00,0.0
2020-12-19_17:10:00,123.92
2020-12-19_17:15:00,122.32
2020-12-19_17:20:00,120.08
2020-12-19_17:25:00,117.84
2020-12-19_17:30:00,0.0
2020-12-19_17:35:00,0.0
2020-12-19_17:40:00,0.0
2020-12-19_17:45:00,0.0
2020-12-19_17:50:00,126.16
2020-12-19_17:55:00,122.96
2020-12-19_18:00:00,121.28
2020-12-19_18:05:00,121.28
2020-12-19_18:10:00,0.0
2020-12-19_18:15:00,0.0
2020-12-19_18:20:00,0.0
2020-12-19_18:25:00,0.0
2020-12-19_18:30:00,127.28
2020-12-19_18:35:00,121.36
2020-12-19_18:45:00,118.96
2020-12-19_18:50:00,0.0
2020-12-19_18:55:00,0.0
2020-12-19_19:00:00,0.0
2020-12-19_19:05:00,138.0
2020-12-19_19:10:00,125.68
2020-12-19_19:15:00,122.64
2020-12-19_19:20:00,122.08
2020-12-19_19:25:00,119.04
2020-12-19_19:30:00,0.0
2020-12-19_19:35:00,0.0
2020-12-19_19:40:00,0.0
2020-12-19_20:05:00,119.28
2020-12-19_20:10:00,0.0
2020-12-19_20:15:00,0.0
2020-12-19_20:20:00,0.0
2020-12-19_20:25:00,0.0
2020-12-19_20:30:00,128.56
2020-12-19_20:35:00,119.68
2020-12-19_20:40:00,118.08
2020-12-19_20:45:00,116.08
2020-12-19_20:50:00,112.48
2020-12-19_20:55:00,0.0
2020-12-19_21:00:00,0.0
2020-12-19_21:05:00,8.32
2020-12-19_21:10:00,141.12
2020-12-19_21:15:00,133.76
2020-12-19_21:20:00,142.56
2020-12-19_21:25:00,125.52
2020-12-19_21:35:00,123.6
2020-12-19_21:40:00,0.0
2020-12-19_21:45:00,0.0
2020-12-19_21:50:00,0.0
2020-12-19_21:55:00,0.0
2020-12-19_22:00:00,184.24
2020-12-19_22:05:00,183.84
2020-12-19_22:15:00,185.28
2020-12-19_22:20:00,185.6
2020-12-19_22:25:00,179.2
2020-12-19_22:30:00,1.14
2020-12-19_22:35:00,341.28
2020-12-19_22:40:00,146.08
2020-12-19_22:45:00,147.28
2020-12-19_22:50:00,145.44
2020-12-19_22:55:00,138.16
2020-12-19_23:00:00,133.2
2020-12-19_23:05:00,134.4
2020-12-19_23:10:00,133.76
2020-12-19_23:15:00,131.28
2020-12-19_23:20:00,128.88
2020-12-19_23:30:00,123.92
2020-12-19_23:35:00,122.24
2020-12-19_23:40:00,121.28
2020-12-19_23:50:00,120.48
2020-12-20_00:05:00,120.88
2020-12-20_00:15:00,117.12
2020-12-20_00:20:00,117.76
2020-12-20_00:25:00,0.0
2020-12-20_00:35:00,0.0
2020-12-20_00:45:00,127.6
2020-12-20_00:50:00,124.88
2020-12-20_00:55:00,122.88
2020-12-20_01:20:00,0.0
2020-12-20_01:25:00,153.44
2020-12-20_01:35:00,124.88
2020-12-20_01:40:00,124.88
2020-12-20_01:45:00,124.08
2020-12-20_02:00:00,0.0
2020-12-20_02:05:00,0.0
2020-12-20_02:10:00,132.24
2020-12-20_02:15:00,129.36
2020-12-20_02:20:00,124.32
2020-12-20_02:25:00,121.12
2020-12-20_02:30:00,0.0
2020-12-20_02:35:00,0.0
2020-12-20_02:40:00,0.0
2020-12-20_02:45:00,0.0
2020-12-20_02:50:00,136.72
2020-12-20_02:55:00,131.04
2020-12-20_03:00:00,127.92
2020-12-20_03:05:00,126.24
2020-12-20_03:10:00,124.08
2020-12-20_03:15:00,0.0
2020-12-20_03:20:00,0.0
2020-12-20_03:25:00,0.0
2020-12-20_03:30:00,136.08
2020-12-20_03:35:00,129.44
2020-12-20_03:40:00,127.04
2020-12-20_03:45:00,125.52
2020-12-20_03:50:00,0.0
2020-12-20_03:55:00,0.0
2020-12-20_04:00:00,0.0
2020-12-20_04:05:00,0.0
2020-12-20_04:15:00,125.2
2020-12-20_04:25:00,121.92
2020-12-20_04:30:00,0.0
2020-12-20_04:35:00,0.0
2020-12-20_04:40:00,0.0
2020-12-20_04:45:00,138.08
2020-12-20_04:50:00,126.08
2020-12-20_04:55:00,124.24
2020-12-20_05:00:00,117.92
2020-12-20_05:05:00,0.0
2020-12-20_05:10:00,0.0
2020-12-20_05:15:00,0.0
2020-12-20_05:20:00,157.6
2020-12-20_05:25:00,127.92
2020-12-20_05:30:00,124.08
2020-12-20_05:35:00,120.48
2020-12-20_05:40:00,0.0
2020-12-20_05:45:00,0.0
2020-12-20_05:50:00,0.0
2020-12-20_05:55:00,0.0
2020-12-20_06:00:00,127.04
2020-12-20_06:05:00,122.72
2020-12-20_06:10:00,121.04
2020-12-20_06:15:00,0.0
2020-12-20_06:20:00,0.0
2020-12-20_06:25:00,0.0
2020-12-20_06:30:00,141.04
2020-12-20_06:35:00,128.16
2020-12-20_06:40:00,122.32
2020-12-20_06:45:00,120.48
2020-12-20_06:50:00,0.0
2020-12-20_06:55:00,0.0
2020-12-20_07:00:00,0.0
2020-12-20_07:05:00,152.72
2020-12-20_07:10:00,128.0
2020-12-20_07:15:00,124.16
2020-12-20_07:20:00,121.44
2020-12-20_07:25:00,119.76
2020-12-20_07:30:00,0.0
2020-12-20_07:35:00,0.0
2020-12-20_07:40:00,0.0
2020-12-20_07:45:00,129.28
2020-12-20_07:50:00,124.88
2020-12-20_07:55:00,123.6
2020-12-20_08:00:00,118.88
2020-12-20_08:05:00,0.0
2020-12-20_08:10:00,0.0
2020-12-20_08:15:00,0.0
2020-12-20_08:20:00,132.56
2020-12-20_08:25:00,126.4
2020-12-20_08:30:00,123.36
2020-12-20_08:35:00,121.36
2020-12-20_08:40:00,0.0
2020-12-20_08:45:00,0.0
2020-12-20_08:50:00,0.0
2020-12-20_08:55:00,130.48
2020-12-20_09:00:00,126.16
2020-12-20_09:05:00,123.52
2020-12-20_09:10:00,121.36
2020-12-20_09:15:00,0.0
2020-12-20_09:20:00,0.0
2020-12-20_09:25:00,0.0
2020-12-20_09:30:00,134.08
2020-12-20_09:35:00,127.6
2020-12-20_09:40:00,124.72
2020-12-20_09:45:00,123.12
2020-12-20_09:50:00,0.0
2020-12-20_09:55:00,0.0
2020-12-20_10:00:00,0.0
2020-12-20_10:05:00,131.6
2020-12-20_10:10:00,126.96
2020-12-20_10:15:00,124.32
2020-12-20_10:20:00,123.52
2020-12-20_10:25:00,0.0
2020-12-20_10:30:00,0.0
2020-12-20_10:35:00,0.0
2020-12-20_10:40:00,129.28
2020-12-20_10:45:00,126.24
2020-12-20_10:50:00,124.0
2020-12-20_10:55:00,122.4
2020-12-20_11:00:00,0.0
2020-12-20_11:05:00,0.0
2020-12-20_11:10:00,0.0
2020-12-20_11:15:00,129.92
2020-12-20_11:20:00,124.16
2020-12-20_11:25:00,118.72
2020-12-20_11:30:00,0.0
2020-12-20_11:35:00,0.0
2020-12-20_11:40:00,0.0
2020-12-20_11:45:00,0.0
2020-12-20_11:50:00,126.32
2020-12-20_11:55:00,122.4
2020-12-20_12:00:00,119.92
2020-12-20_12:05:00,0.0
2020-12-20_12:10:00,0.0
2020-12-20_12:15:00,0.0
2020-12-20_12:20:00,0.0
2020-12-20_12:25:00,124.8
2020-12-20_12:30:00,120.96
2020-12-20_12:35:00,118.88
2020-12-20_12:40:00,0.0
2020-12-20_12:45:00,0.0
2020-12-20_12:50:00,0.0
2020-12-20_12:55:00,154.48
2020-12-20_13:00:00,125.04
2020-12-20_13:05:00,121.92
2020-12-20_13:10:00,119.92
2020-12-20_13:15:00,0.0
2020-12-20_13:20:00,0.0
2020-12-20_13:25:00,0.0
2020-12-20_13:30:00,138.96
2020-12-20_13:35:00,133.52
2020-12-20_13:40:00,130.64
2020-12-20_13:45:00,127.12
2020-12-20_13:50:00,123.44
2020-12-20_13:55:00,121.6
2020-12-20_14:00:00,0.0
2020-12-20_14:05:00,0.0
2020-12-20_14:10:00,0.0
2020-12-20_14:15:00,0.0
2020-12-20_14:20:00,127.68
2020-12-20_14:25:00,121.52
2020-12-20_14:30:00,121.76
2020-12-20_14:35:00,119.2
2020-12-20_14:40:00,0.0
2020-12-20_14:45:00,0.0
2020-12-20_14:50:00,0.0
2020-12-20_14:55:00,134.48
2020-12-20_15:00:00,125.04
2020-12-20_15:05:00,121.44
2020-12-20_15:10:00,119.68
2020-12-20_15:15:00,0.0
2020-12-20_15:20:00,0.0
2020-12-20_15:25:00,0.0
2020-12-20_15:30:00,0.0
2020-12-20_15:35:00,126.4
2020-12-20_15:40:00,120.8
2020-12-20_15:45:00,119.6
2020-12-20_15:50:00,0.0
2020-12-20_15:55:00,0.0
2020-12-20_16:00:00,0.0
2020-12-20_16:05:00,0.0
2020-12-20_16:10:00,125.52
2020-12-20_16:15:00,121.84
2020-12-20_16:20:00,119.68
2020-12-20_16:25:00,119.04
2020-12-20_16:30:00,0.0
2020-12-20_16:35:00,0.0
2020-12-20_16:40:00,0.0
2020-12-20_16:45:00,129.28
2020-12-20_16:50:00,122.72
2020-12-20_16:55:00,119.2
2020-12-20_17:00:00,118.16
2020-12-20_17:05:00,0.0
2020-12-20_17:10:00,0.0
2020-12-20_17:15:00,0.0
2020-12-20_17:20:00,146.56
2020-12-20_17:25:00,126.64
2020-12-20_17:30:00,125.2
2020-12-20_17:35:00,122.4
2020-12-20_17:40:00,0.0
2020-12-20_17:45:00,0.0
2020-12-20_17:50:00,0.0
2020-12-20_17:55:00,0.0
2020-12-20_18:00:00,130.24
2020-12-20_18:05:00,126.96
2020-12-20_18:10:00,124.8
2020-12-20_18:15:00,123.44
2020-12-20_18:20:00,138.08
2020-12-20_18:25:00,122.72
2020-12-20_18:30:00,120.16
2020-12-20_18:35:00,117.04
2020-12-20_18:40:00,0.0
2020-12-20_18:45:00,0.0
2020-12-20_18:50:00,0.0
2020-12-20_19:00:00,131.28
2020-12-20_19:05:00,125.84
2020-12-20_19:15:00,120.48
2020-12-20_19:20:00,117.84
2020-12-20_19:25:00,116.48
2020-12-20_19:30:00,118.08
2020-12-20_19:35:00,0.0
2020-12-20_19:40:00,0.0
2020-12-20_19:45:00,0.0
2020-12-20_19:50:00,138.32
2020-12-20_19:55:00,127.04
2020-12-20_20:00:00,122.56
2020-12-20_20:05:00,121.36
2020-12-20_20:10:00,118.24
2020-12-20_20:15:00,115.92
2020-12-20_20:20:00,117.36
2020-12-20_20:25:00,0.0
2020-12-20_20:30:00,0.0
2020-12-20_20:35:00,0.0
2020-12-20_20:40:00,141.04
2020-12-20_20:45:00,123.04
2020-12-20_20:50:00,122.4
2020-12-20_20:55:00,161.84
2020-12-20_21:00:00,160.48
2020-12-20_21:05:00,159.36
2020-12-20_21:10:00,156.88
2020-12-20_21:15:00,155.12
2020-12-20_21:20:00,166.32
2020-12-20_21:25:00,165.6
2020-12-20_21:30:00,1.02
2020-12-20_21:35:00,145.6
2020-12-20_21:40:00,149.92
2020-12-20_21:45:00,148.24
2020-12-20_21:50:00,143.44
2020-12-20_21:55:00,138.88
2020-12-20_22:00:00,138.08
2020-12-20_22:05:00,134.4
2020-12-20_22:10:00,134.4
2020-12-20_22:15:00,131.36
2020-12-20_22:20:00,128.0
2020-12-20_22:25:00,127.52
2020-12-20_22:30:00,125.92
2020-12-20_22:35:00,126.08
2020-12-20_22:40:00,126.8
2020-12-20_22:45:00,126.56
2020-12-20_22:50:00,124.24
2020-12-20_22:55:00,123.84
2020-12-20_23:00:00,121.04
2020-12-20_23:05:00,123.52
2020-12-20_23:10:00,120.64
2020-12-20_23:15:00,120.16
2020-12-20_23:20:00,120.88
2020-12-20_23:25:00,121.04
2020-12-20_23:30:00,0.0
2020-12-20_23:35:00,0.0
2020-12-20_23:40:00,0.0
2020-12-20_23:45:00,131.92
2020-12-20_23:50:00,128.16
2020-12-20_23:55:00,124.32
2020-12-21_00:00:00,121.84
2020-12-21_00:05:00,121.04
2020-12-21_00:10:00,121.92
2020-12-21_00:15:00,120.16
2020-12-21_00:20:00,0.0
2020-12-21_00:25:00,0.0
2020-12-21_00:30:00,0.0
2020-12-21_00:35:00,139.2
2020-12-21_00:40:00,129.12
2020-12-21_00:45:00,123.84
2020-12-21_00:50:00,123.2
2020-12-21_00:55:00,121.36
2020-12-21_01:00:00,121.04
2020-12-21_01:05:00,0.0
2020-12-21_01:10:00,0.0
2020-12-21_01:15:00,0.0
2020-12-21_01:20:00,0.0
2020-12-21_01:25:00,130.96
2020-12-21_01:30:00,126.96
2020-12-21_01:35:00,123.92
2020-12-21_01:40:00,121.6
2020-12-21_01:45:00,121.04
2020-12-21_01:50:00,0.0
2020-12-21_01:55:00,0.0
2020-12-21_02:00:00,0.0
2020-12-21_02:05:00,0.0
2020-12-21_02:10:00,133.76
2020-12-21_02:15:00,129.52
2020-12-21_02:20:00,127.04
2020-12-21_02:25:00,125.28
2020-12-21_02:30:00,125.36
2020-12-21_02:35:00,122.96
2020-12-21_02:40:00,122.0
2020-12-21_02:45:00,0.0
2020-12-21_02:50:00,0.0
2020-12-21_02:55:00,0.0
2020-12-21_03:00:00,0.0
2020-12-21_03:05:00,131.76
2020-12-21_03:10:00,129.52
2020-12-21_03:15:00,127.52
2020-12-21_03:20:00,125.04
2020-12-21_03:25:00,125.36
2020-12-21_03:30:00,0.0
2020-12-21_03:35:00,0.0
2020-12-21_03:40:00,0.0
2020-12-21_03:45:00,0.0
2020-12-21_03:50:00,126.8
2020-12-21_03:55:00,122.96
2020-12-21_04:00:00,120.48
2020-12-21_04:05:00,118.32
2020-12-21_04:10:00,118.4
2020-12-21_04:15:00,0.0
2020-12-21_04:20:00,0.0
2020-12-21_04:25:00,0.0
2020-12-21_04:30:00,0.0
2020-12-21_04:35:00,128.16
2020-12-21_04:40:00,124.72
2020-12-21_04:45:00,122.8
2020-12-21_04:50:00,120.24
2020-12-21_04:55:00,117.76
2020-12-21_05:00:00,0.0
2020-12-21_05:05:00,0.0
2020-12-21_05:10:00,0.0
2020-12-21_05:15:00,155.28
2020-12-21_05:20:00,128.56
2020-12-21_05:25:00,124.96
2020-12-21_05:30:00,120.24
2020-12-21_05:35:00,122.08
2020-12-21_05:40:00,0.0
2020-12-21_05:45:00,0.0
2020-12-21_05:50:00,0.0
2020-12-21_05:55:00,0.0
2020-12-21_06:00:00,130.0
2020-12-21_06:05:00,125.6
2020-12-21_06:10:00,123.12
2020-12-21_06:15:00,122.8
2020-12-21_06:20:00,120.64
2020-12-21_06:25:00,0.0
2020-12-21_06:30:00,0.0
2020-12-21_06:35:00,0.0
2020-12-21_06:40:00,149.68
2020-12-21_06:45:00,129.04
2020-12-21_06:50:00,125.84
2020-12-21_06:55:00,123.04
2020-12-21_07:00:00,122.08
2020-12-21_07:05:00,0.0
2020-12-21_07:10:00,0.0
2020-12-21_07:15:00,0.0
2020-12-21_07:20:00,0.0
2020-12-21_07:25:00,131.68
2020-12-21_07:30:00,126.64
2020-12-21_07:35:00,126.88
2020-12-21_07:40:00,125.04
2020-12-21_07:45:00,122.72
2020-12-21_07:50:00,0.0
2020-12-21_07:55:00,0.0
2020-12-21_08:00:00,0.0
2020-12-21_08:05:00,152.4
2020-12-21_08:10:00,130.24
2020-12-21_08:15:00,126.96
2020-12-21_08:20:00,123.68
2020-12-21_08:25:00,120.8
2020-12-21_08:30:00,0.0
2020-12-21_08:35:00,0.0
2020-12-21_08:40:00,0.0
2020-12-21_08:45:00,0.0
2020-12-21_08:50:00,137.68
2020-12-21_08:55:00,131.92
2020-12-21_09:00:00,128.08
2020-12-21_09:05:00,125.28
2020-12-21_09:10:00,122.64
2020-12-21_09:15:00,0.0
2020-12-21_09:20:00,0.0
2020-12-21_09:25:00,0.0
2020-12-21_09:30:00,0.0
2020-12-21_09:35:00,136.56
2020-12-21_09:40:00,130.0
2020-12-21_09:45:00,126.08
2020-12-21_09:50:00,124.72
2020-12-21_09:55:00,123.52
2020-12-21_10:00:00,0.0
2020-12-21_10:05:00,0.0
2020-12-21_10:10:00,0.0
2020-12-21_10:15:00,0.0
2020-12-21_10:20:00,130.72
2020-12-21_10:25:00,127.52
2020-12-21_10:30:00,124.56
2020-12-21_10:35:00,123.76
2020-12-21_10:40:00,121.44
2020-12-21_10:45:00,0.0
2020-12-21_10:50:00,0.0
2020-12-21_10:55:00,0.0
2020-12-21_11:00:00,138.72
2020-12-21_11:05:00,128.88
2020-12-21_11:10:00,124.96
2020-12-21_11:15:00,123.28
2020-12-21_11:20:00,122.96
2020-12-21_11:25:00,0.0
2020-12-21_11:30:00,0.0
2020-12-21_11:35:00,0.0
2020-12-21_11:40:00,0.0
2020-12-21_11:45:00,129.44
2020-12-21_11:50:00,125.2
2020-12-21_11:55:00,124.32
2020-12-21_12:00:00,122.72
2020-12-21_12:05:00,0.0
2020-12-21_12:10:00,0.0
2020-12-21_12:15:00,0.0
2020-12-21_12:20:00,0.0
2020-12-21_12:25:00,126.8
2020-12-21_12:30:00,127.2
2020-12-21_12:35:00,124.64
2020-12-21_12:40:00,122.24
2020-12-21_12:45:00,121.52
2020-12-21_12:50:00,0.0
2020-12-21_12:55:00,0.0
2020-12-21_13:00:00,0.0
2020-12-21_13:05:00,153.04
2020-12-21_13:10:00,127.36
2020-12-21_13:15:00,124.8
2020-12-21_13:20:00,124.24
2020-12-21_13:25:00,121.44
2020-12-21_13:30:00,0.0
2020-12-21_13:35:00,0.0
2020-12-21_13:40:00,0.0
2020-12-21_13:45:00,0.0
2020-12-21_13:50:00,127.44
2020-12-21_13:55:00,124.24
2020-12-21_14:00:00,120.48
2020-12-21_14:05:00,118.32
2020-12-21_14:10:00,0.0
2020-12-21_14:15:00,0.0
2020-12-21_14:20:00,0.0
2020-12-21_14:25:00,0.0
2020-12-21_14:30:00,124.24
2020-12-21_14:35:00,117.44
2020-12-21_14:40:00,118.16
2020-12-21_14:45:00,116.88
2020-12-21_14:50:00,118.88
2020-12-21_14:55:00,0.0
2020-12-21_15:00:00,0.0
2020-12-21_15:05:00,0.0
2020-12-21_15:10:00,151.6
2020-12-21_15:15:00,126.16
2020-12-21_15:20:00,123.76
2020-12-21_15:25:00,120.56
2020-12-21_15:30:00,117.2
2020-12-21_15:35:00,0.0
2020-12-21_15:40:00,0.0
2020-12-21_15:45:00,0.0
2020-12-21_15:50:00,0.0
2020-12-21_15:55:00,126.48
2020-12-21_16:00:00,125.28
2020-12-21_16:05:00,124.08
2020-12-21_16:10:00,121.44
2020-12-21_16:15:00,118.16
2020-12-21_16:20:00,0.0
2020-12-21_16:25:00,0.0
2020-12-21_16:30:00,0.0
2020-12-21_16:35:00,0.0
2020-12-21_16:40:00,130.8
2020-12-21_16:45:00,126.64
2020-12-21_16:50:00,124.64
2020-12-21_16:55:00,121.84
2020-12-21_17:00:00,120.8
2020-12-21_17:05:00,118.56
2020-12-21_17:10:00,0.0
2020-12-21_17:15:00,0.0
2020-12-21_17:20:00,0.0
2020-12-21_17:25:00,130.56
2020-12-21_17:30:00,127.04
2020-12-21_17:35:00,122.72
2020-12-21_17:40:00,121.84
2020-12-21_17:45:00,121.84
2020-12-21_17:50:00,122.48
2020-12-21_17:55:00,120.4
2020-12-21_18:00:00,175.44
2020-12-21_18:05:00,174.24
2020-12-21_18:10:00,173.6
2020-12-21_18:15:00,172.48
2020-12-21_18:20:00,172.56
2020-12-21_18:25:00,173.28
2020-12-21_18:30:00,1.1
2020-12-21_18:35:00,1.04
2020-12-21_18:40:00,146.4
2020-12-21_18:45:00,149.44
2020-12-21_18:50:00,149.12
2020-12-21_18:55:00,142.64
2020-12-21_19:00:00,140.24
2020-12-21_19:05:00,135.2
2020-12-21_19:10:00,133.36
